HV106_01,HV001,HV021,HV024,HV025,HV022,HV005,HV234,SH224,HV270
Superior,30,30,Amazonas,Rural,10,489176,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,30,30,Amazonas,Rural,10,158405,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,30,30,Amazonas,Rural,10,489176,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Superior,30,30,Amazonas,Rural,10,158405,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,30,30,Amazonas,Rural,10,158405,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Superior,30,30,Amazonas,Rural,10,489176,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,30,30,Amazonas,Rural,10,158405,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,30,30,Amazonas,Rural,10,489176,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,30,30,Amazonas,Rural,10,158405,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,30,30,Amazonas,Rural,10,158405,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,30,30,Amazonas,Rural,10,158405,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,31,31,Amazonas,Rural,10,506548,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
"Sin educación, preescolar",31,31,Amazonas,Rural,10,506548,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,31,31,Amazonas,Rural,10,506548,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Superior,31,31,Amazonas,Rural,10,164030,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,31,31,Amazonas,Rural,10,164030,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,31,31,Amazonas,Rural,10,164030,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,31,31,Amazonas,Rural,10,506548,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,31,31,Amazonas,Rural,10,164030,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,31,31,Amazonas,Rural,10,506548,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,31,31,Amazonas,Rural,10,164030,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,31,31,Amazonas,Rural,10,506548,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,32,32,Amazonas,Rural,10,180313,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
"Sin educación, preescolar",32,32,Amazonas,Rural,10,556831,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,32,32,Amazonas,Rural,10,556831,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,32,32,Amazonas,Rural,10,180313,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Superior,32,32,Amazonas,Rural,10,556831,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Superior,32,32,Amazonas,Rural,10,180313,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,32,32,Amazonas,Rural,10,556831,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,32,32,Amazonas,Rural,10,180313,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,32,32,Amazonas,Rural,10,556831,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,32,32,Amazonas,Rural,10,556831,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,33,33,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Superior,33,33,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
"Sin educación, preescolar",33,33,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,33,33,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,33,33,Amazonas,Rural,10,506548,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,33,33,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,33,33,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,33,33,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,33,33,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,33,33,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,33,33,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
"Sin educación, preescolar",33,33,Amazonas,Rural,10,506548,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,33,33,Amazonas,Rural,10,506548,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,33,33,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,34,34,Amazonas,Rural,10,119848,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,34,34,Amazonas,Rural,10,119848,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,34,34,Amazonas,Rural,10,119848,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,34,34,Amazonas,Rural,10,119848,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,34,34,Amazonas,Rural,10,370106,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,34,34,Amazonas,Rural,10,119848,0 PPM (sin yodo),Sin coloracion (valor,Los más pobres
Primario,34,34,Amazonas,Rural,10,119848,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,34,34,Amazonas,Rural,10,119848,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,34,34,Amazonas,Rural,10,119848,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,34,34,Amazonas,Rural,10,119848,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,34,34,Amazonas,Rural,10,119848,7 PPM,Coloracion tenue (valor,Pobre
Secundario,34,34,Amazonas,Rural,10,370106,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,34,34,Amazonas,Rural,10,370106,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,34,34,Amazonas,Rural,10,119848,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,34,34,Amazonas,Rural,10,119848,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Superior,35,35,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Superior,35,35,Amazonas,Rural,10,506548,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,35,35,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Superior,35,35,Amazonas,Rural,10,506548,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,35,35,Amazonas,Rural,10,506548,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,35,35,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,35,35,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,35,35,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,35,35,Amazonas,Rural,10,506548,No hay sal en el hogar,No hay sal en el hogar,Los más pobres
Superior,35,35,Amazonas,Rural,10,164030,30 PPM,Coloracion morado oscuro (valor,Los más pobres
"Sin educación, preescolar",35,35,Amazonas,Rural,10,506548,7 PPM,Coloracion tenue (valor,Los más pobres
"Sin educación, preescolar",35,35,Amazonas,Rural,10,506548,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,35,35,Amazonas,Rural,10,506548,No hay sal en el hogar,No hay sal en el hogar,Los más pobres
Secundario,36,36,Amazonas,Rural,10,126581,15 PPM,Coloracion azul o morado (valor,Los más pobres
"Sin educación, preescolar",36,36,Amazonas,Rural,10,126581,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,36,36,Amazonas,Rural,10,390900,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,36,36,Amazonas,Rural,10,390900,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,36,36,Amazonas,Rural,10,126581,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,36,36,Amazonas,Rural,10,126581,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,36,36,Amazonas,Rural,10,126581,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,36,36,Amazonas,Rural,10,390900,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,36,36,Amazonas,Rural,10,390900,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,36,36,Amazonas,Rural,10,126581,30 PPM,Coloracion morado oscuro (valor,Rico
Primario,36,36,Amazonas,Rural,10,390900,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,36,36,Amazonas,Rural,10,126581,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,36,36,Amazonas,Rural,10,126581,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,36,36,Amazonas,Rural,10,390900,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,36,36,Amazonas,Rural,10,390900,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,37,37,Amazonas,Rural,10,402059,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,37,37,Amazonas,Rural,10,402059,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,37,37,Amazonas,Rural,10,130195,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,37,37,Amazonas,Rural,10,402059,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,37,37,Amazonas,Rural,10,402059,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,37,37,Amazonas,Rural,10,130195,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,37,37,Amazonas,Rural,10,130195,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,37,37,Amazonas,Rural,10,130195,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,37,37,Amazonas,Rural,10,402059,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,37,37,Amazonas,Rural,10,402059,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,37,37,Amazonas,Rural,10,130195,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,37,37,Amazonas,Rural,10,130195,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,37,37,Amazonas,Rural,10,402059,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,37,37,Amazonas,Rural,10,402059,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,38,38,Amazonas,Rural,10,142244,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,38,38,Amazonas,Rural,10,439269,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,38,38,Amazonas,Rural,10,439269,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,38,38,Amazonas,Rural,10,142244,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,38,38,Amazonas,Rural,10,439269,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,38,38,Amazonas,Rural,10,439269,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,38,38,Amazonas,Rural,10,439269,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,38,38,Amazonas,Rural,10,439269,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,38,38,Amazonas,Rural,10,142244,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,38,38,Amazonas,Rural,10,439269,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,38,38,Amazonas,Rural,10,439269,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,38,38,Amazonas,Rural,10,439269,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,38,38,Amazonas,Rural,10,142244,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,38,38,Amazonas,Rural,10,439269,No hay sal en el hogar,No hay sal en el hogar,Los más pobres
Secundario,39,39,Amazonas,Rural,10,160206,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,39,39,Amazonas,Rural,10,494739,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,39,39,Amazonas,Rural,10,160206,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,39,39,Amazonas,Rural,10,160206,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,39,39,Amazonas,Rural,10,160206,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,39,39,Amazonas,Rural,10,160206,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,39,39,Amazonas,Rural,10,494739,15 PPM,Coloracion azul o morado (valor,Los más pobres
"Sin educación, preescolar",39,39,Amazonas,Rural,10,160206,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,39,39,Amazonas,Rural,10,494739,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,39,39,Amazonas,Rural,10,160206,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,39,39,Amazonas,Rural,10,160206,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,39,39,Amazonas,Rural,10,494739,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,39,39,Amazonas,Rural,10,494739,No hay sal en el hogar,No hay sal en el hogar,Los más pobres
Primario,39,39,Amazonas,Rural,10,160206,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,39,39,Amazonas,Rural,10,494739,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,40,40,Amazonas,Rural,10,96413,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,40,40,Amazonas,Rural,10,297737,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,40,40,Amazonas,Rural,10,96413,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,40,40,Amazonas,Rural,10,96413,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
"Sin educación, preescolar",40,40,Amazonas,Rural,10,96413,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,40,40,Amazonas,Rural,10,297737,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,40,40,Amazonas,Rural,10,297737,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,40,40,Amazonas,Rural,10,96413,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,40,40,Amazonas,Rural,10,96413,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,40,40,Amazonas,Rural,10,96413,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,40,40,Amazonas,Rural,10,297737,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,40,40,Amazonas,Rural,10,96413,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,40,40,Amazonas,Rural,10,96413,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,40,40,Amazonas,Rural,10,297737,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,41,41,Amazonas,Rural,10,134816,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,41,41,Amazonas,Rural,10,134816,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,41,41,Amazonas,Rural,10,416332,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,41,41,Amazonas,Rural,10,416332,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,41,41,Amazonas,Rural,10,416332,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,41,41,Amazonas,Rural,10,134816,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
"Sin educación, preescolar",41,41,Amazonas,Rural,10,416332,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,41,41,Amazonas,Rural,10,416332,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,41,41,Amazonas,Rural,10,416332,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
"Sin educación, preescolar",41,41,Amazonas,Rural,10,416332,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,41,41,Amazonas,Rural,10,416332,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,41,41,Amazonas,Rural,10,134816,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,41,41,Amazonas,Rural,10,134816,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,42,42,Amazonas,Rural,10,494897,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,42,42,Amazonas,Rural,10,160257,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,42,42,Amazonas,Rural,10,160257,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,42,42,Amazonas,Rural,10,494897,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,42,42,Amazonas,Rural,10,160257,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,42,42,Amazonas,Rural,10,494897,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,42,42,Amazonas,Rural,10,494897,0 PPM (sin yodo),Sin coloracion (valor,Los más pobres
Secundario,42,42,Amazonas,Rural,10,160257,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,42,42,Amazonas,Rural,10,494897,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,42,42,Amazonas,Rural,10,494897,15 PPM,Coloracion azul o morado (valor,Pobre
Primario,42,42,Amazonas,Rural,10,494897,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,42,42,Amazonas,Rural,10,160257,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,42,42,Amazonas,Rural,10,160257,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,42,42,Amazonas,Rural,10,494897,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,43,43,Amazonas,Rural,10,504402,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,43,43,Amazonas,Rural,10,504402,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,43,43,Amazonas,Rural,10,504402,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,43,43,Amazonas,Rural,10,163335,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,43,43,Amazonas,Rural,10,504402,7 PPM,Coloracion tenue (valor,Los más pobres
"Sin educación, preescolar",43,43,Amazonas,Rural,10,504402,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,43,43,Amazonas,Rural,10,163335,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,43,43,Amazonas,Rural,10,163335,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,43,43,Amazonas,Rural,10,163335,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,43,43,Amazonas,Rural,10,163335,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,43,43,Amazonas,Rural,10,504402,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,43,43,Amazonas,Rural,10,504402,0 PPM (sin yodo),Sin coloracion (valor,Los más pobres
Primario,43,43,Amazonas,Rural,10,504402,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,44,44,Amazonas,Rural,10,400319,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,44,44,Amazonas,Rural,10,129631,30 PPM,Coloracion morado oscuro (valor,Los más pobres
